accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_Disk,ood_detection_APR_epistemic_Disk,ood_detection_AUROC_aleatoric_Disk,ood_detection_AUROC_epistemic_Disk,ood_detection_APR_aleatoric_Circles,ood_detection_APR_epistemic_Circles,ood_detection_AUROC_aleatoric_Circles,ood_detection_AUROC_epistemic_Circles,ood_detection_APR_aleatoric_Blobs,ood_detection_APR_epistemic_Blobs,ood_detection_AUROC_aleatoric_Blobs,ood_detection_AUROC_epistemic_Blobs
0.9916666666666667,0.07996941,0.9990737289335312,0.9857844149918707,0.8998319327731092,0.23596638655462182,0.8847710805229266,0.15910285262856436,0.9295933333333334,0.003305555555555555,0.8495683057611405,0.25504511952569286,0.9649366666666666,0.47064,0.9629106533941747,0.9699626476087573,0.9944111111111111,0.996738888888889
