accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_Disk,ood_detection_APR_epistemic_Disk,ood_detection_AUROC_aleatoric_Disk,ood_detection_AUROC_epistemic_Disk,ood_detection_APR_aleatoric_Circles,ood_detection_APR_epistemic_Circles,ood_detection_AUROC_aleatoric_Circles,ood_detection_AUROC_epistemic_Circles,ood_detection_APR_aleatoric_Blobs,ood_detection_APR_epistemic_Blobs,ood_detection_AUROC_aleatoric_Blobs,ood_detection_AUROC_epistemic_Blobs
1.0,0.0004461216,1.0,1.0,1.0,1.0,0.2990151135227817,0.25149052446827974,0.5958377777777778,0.48562666666666665,0.380988658051685,0.34783626509208954,0.7266894444444445,0.6833077777777778,0.4048125376879714,0.4050354353225769,0.7560055555555556,0.7564877777777778
