accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.6378,0.6330704,0.8605584161253284,0.8605584103762883,0.7702390438626427,0.7702390438626427,0.5941973669644709,0.4370365672623932,0.5790661455132144,0.503441364474493
