accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.8462,0.31531006,0.9757129795871982,0.9757129783030531,0.8769326053074726,0.8769326053074726,0.8413283382387254,0.4380630869305272,0.8194022395513214,0.5007465427166564
