accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.7606,0.4805798,0.9350879381755587,0.8893073137875991,0.8240221027632628,0.7155450254613658,0.5789038361797707,0.4659893293716011,0.6155324600491703,0.5142200291948371
