accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.4459,0.8141099,0.6687450900359893,0.6505215883008464,0.7045086721064313,0.6655883829402939,0.6004002689089385,0.48243705441315377,0.5996737592194222,0.4485410417947142
