accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.4511,0.81402415,0.6753354519562179,0.6506206100096343,0.7043901995563242,0.6608012785006543,0.6019190246999817,0.4642040971208895,0.5926911762446221,0.447452877228027
