accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.4403,0.81107634,0.6740063953533832,0.6546778705031249,0.7051617193289728,0.6664415303759911,0.5944492002121138,0.47047409750127756,0.5880982367854948,0.43028663567916414
