accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.6762,0.5114052,0.8818885339330429,0.8127362431518705,0.7882101346057128,0.6803724269201195,0.6355293713548535,0.4730523999885352,0.6605226913030117,0.5005222303318992
