accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_FashionMNIST,ood_detection_APR_epistemic_FashionMNIST,ood_detection_AUROC_aleatoric_FashionMNIST,ood_detection_AUROC_epistemic_FashionMNIST,ood_detection_APR_aleatoric_KMNIST,ood_detection_APR_epistemic_KMNIST,ood_detection_AUROC_aleatoric_KMNIST,ood_detection_AUROC_epistemic_KMNIST
0.99125,0.030610034,0.9997960875961847,0.9997960876082125,0.9778146079785424,0.9778146079785424,0.9859035296791123,0.7060955030981783,0.9612486416666667,0.4968432916666667,0.9939737983661914,0.7095732140420957,0.9842656333333334,0.493021075
