accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.8484,0.3146492,0.9764105383828658,0.976410540013291,0.8777302284977837,0.8777302284977837,0.8394838445139072,0.435940233328719,0.8157638944376151,0.4966111900737554
