accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_SVHN,ood_detection_APR_epistemic_SVHN,ood_detection_AUROC_aleatoric_SVHN,ood_detection_AUROC_epistemic_SVHN
0.8109,0.35415602,0.9521350663925628,0.8805180573180207,0.835726623746692,0.6390159095543735,0.6034053474373979,0.3696593597522544,0.6727899700368777,0.37930649969268593
