entropy_aleatoric_CIFAR10,entropy_epistemic_CIFAR10,entropy_aleatoric_SVHN,entropy_epistemic_SVHN
"[array([1.1134074 , 0.3518646 , 0.01679497, ..., 0.4456121 , 0.25957182,
       0.00611978], dtype=float32)]","[array([-4.9125234e+05, -7.1960332e+03, -1.1750461e+06, ...,
       -1.6079526e+06, -2.6524210e+06, -5.1698184e+07], dtype=float32)]","[array([0.82851213, 1.0963941 , 1.0435286 , ..., 1.1094044 , 1.2106714 ,
       1.0503203 ], dtype=float32)]","[array([-1101427.    ,  -106991.336 ,    -5152.5244, ...,    -9610.661 ,
          -9192.824 ,   -54128.316 ], dtype=float32)]"
