accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_FashionMNIST,ood_detection_APR_epistemic_FashionMNIST,ood_detection_AUROC_aleatoric_FashionMNIST,ood_detection_AUROC_epistemic_FashionMNIST,ood_detection_APR_aleatoric_KMNIST,ood_detection_APR_epistemic_KMNIST,ood_detection_AUROC_aleatoric_KMNIST,ood_detection_AUROC_epistemic_KMNIST
0.9750833333333333,0.051781062,0.9982594014103878,0.9953760111129646,0.9460805596754586,0.8593948606284973,0.9530074912885664,0.8958555880507713,0.8883368333333335,0.7704745916666667,0.9758509439876999,0.9659204093994793,0.9399131166666667,0.9146570333333333
