accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_FashionMNIST,ood_detection_APR_epistemic_FashionMNIST,ood_detection_AUROC_aleatoric_FashionMNIST,ood_detection_AUROC_epistemic_FashionMNIST,ood_detection_APR_aleatoric_KMNIST,ood_detection_APR_epistemic_KMNIST,ood_detection_AUROC_aleatoric_KMNIST,ood_detection_AUROC_epistemic_KMNIST
0.9753333333333334,0.06632857,0.9986786631436767,0.995314503801485,0.9544634774897933,0.8474144321183794,0.9769455304263592,0.9821395623815908,0.938734825,0.9513697416666667,0.955553489351973,0.9552879590878862,0.9127228249999999,0.9036978250000001
