accuracy,brier_score,confidence_APR_aleatoric,confidence_APR_epistemic,confidence_AUROC_aleatoric,confidence_AUROC_epistemic,ood_detection_APR_aleatoric_FashionMNIST,ood_detection_APR_epistemic_FashionMNIST,ood_detection_AUROC_aleatoric_FashionMNIST,ood_detection_AUROC_epistemic_FashionMNIST,ood_detection_APR_aleatoric_KMNIST,ood_detection_APR_epistemic_KMNIST,ood_detection_AUROC_aleatoric_KMNIST,ood_detection_AUROC_epistemic_KMNIST
0.7520833333333333,0.5446732,0.9411468233856726,0.9188535020561793,0.8439713401149934,0.8019758188039758,0.878612231021232,0.8711780452778926,0.7217098166666667,0.6995301583333333,0.9180707264497305,0.9168175479841585,0.8036534416666666,0.7963004833333334
